id;Текст сущности;REF (ID);Частота;Type (заполнить);Subtype (заполнить)
placeName;Томская губерния;;1;Места;Адм. единицы
placeName;Иркутская губерния;;1;Места;Адм. единицы
placeName;Восточная Сибирь;;1;Места;Адм. единицы
placeName;Туруханский край;;1;Места;Адм. единицы
placeName;Енисейский округ;;1;Места;Адм. единицы
placeName;Красноярский округ;;1;Места;Адм. единицы
placeName;Канский округ;;1;Места;Адм. единицы
placeName;Ачинский округ;;1;Места;Адм. единицы
placeName;Минусинский округ;;1;Места;Адм. единицы
placeName;Енисей;;1;Места;Насел. пункты
placeName;Каменский завод;;1;Места;Насел. пункты
placeName;Рыбинское;;1;Места;Насел. пункты
placeName;Тесинская волость;;1;Места;Адм. единицы
placeName;Анцырская волость;;1;Места;Адм. единицы
placeName;Нижнеудинский;;1;Места;Насел. пункты
placeName;Ужурской;;1;Места;Насел. пункты
placeName;Кежемской;;1;Места;Насел. пункты
placeName;Анцыферовской;;1;Места;Насел. пункты
placeName;Уринской;;1;Места;Насел. пункты
placeName;Заледеевской;;1;Места;Насел. пункты
placeName;Сухобузимской;;1;Места;Насел. пункты
placeName;Богучанской;;1;Места;Насел. пункты
placeName;Тобольской;;1;Места;Адм. единицы
placeName;Якутскою;;1;Места;Насел. пункты
placeName;Охотским;;1;Места;Насел. пункты
placeName;Забайкальским;;1;Места;Адм. единицы
placeName;Охотского;;1;Места;Насел. пункты
placeName;Якутской;;1;Места;Насел. пункты
