id;Текст сущности;REF (ID);Частота;Type (заполнить);Subtype (заполнить)
orgName;приготовлена библиотека;;1;Организации;Образование
orgName;потому Губернское правление;;1;Организации;Гос. Органы
orgName;Ачинский земский суд;;1;Организации;Гос. Органы
orgName;Между тем Губернское правление;;1;Организации;Гос. Органы
orgName;стороны Ачинского земского суда настоящего дела Губернское правление;;1;Организации;Гос. Органы
orgName;стороны Правления сего мерами побуждения Ачинский земский суд;;1;Организации;Гос. Органы
orgName;то Губернское правление;;1;Организации;Гос. Органы
orgName;Томское губернское правление;;1;Организации;Гос. Органы
orgName;бернское правление;;1;Организации;Гос. Органы
orgName;Нижегородское Губернское правление;;1;Организации;Гос. Органы
persName;Иванов;#person_иванов;52;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петров;#person_петров;19;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Степанов;#person_степанов;13;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Егоров;#person_егоров;12;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Григорьев;#person_григорьев;10;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексеев;#person_алексеев;7;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Иванов;#person_федор_иванов;7;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Бурмакин;#person_бурмакин;6;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ермолаев;#person_ермолаев;5;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Иванов;#person_иван_иванов;5;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Иванов;#person_алексей_иванов;5;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Марков;#person_марков;5;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Степанова;#person_степанова;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрий Иванов;#person_дмитрий_иванов;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Александр Иванов;#person_александр_иванов;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Иванов;#person_семен_иванов;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Евдокимов;#person_евдокимов;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ермолаевой;#person_ермолаевой;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Иванов;#person_василий_иванов;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Степан Иванов;#person_степан_иванов;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Петров;#person_иван_петров;4;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Потылицын;#person_потылицын;3;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петр Иванов;#person_петр_иванов;3;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Андрей Иванов;#person_андрей_иванов;3;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Григорьев;#person_иван_григорьев;3;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Егоров;#person_василий_егоров;3;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Шарыповском;#person_шарыповском;3;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Харинова;#person_харинова;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Артамоном Петровым;#person_петровым;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петрова;#person_петрова;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Папкова;#person_папкова;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николая Жарникова;#person_николая_жарникова;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Коновалова;#person_коновалова;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дружинина;#person_дружинина;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Туговиков;#person_туговиков;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Петров;#person_алексей_петров;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Андрей Петров;#person_андрей_петров;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Яков Иванов;#person_яков_иванов;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Григорьев;#person_василий_григорьев;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Соколов;#person_соколов;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Давыдов;#person_давыдов;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Григорьев;#person_федор_григорьев;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Машуков;#person_машуков;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Кузмин;#person_кузмин;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Степанов;#person_василий_степанов;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Петров;#person_семен_петров;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Степанов;#person_николай_степанов;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петр Григорьев;#person_петр_григорьев;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Сиротинин;#person_сиротинин;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петровская;#person_петровская;2;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Кузнецова;#person_кузнецова;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Попова;#person_попова;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Скорнякова;#person_скорнякова;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Сергей Иванов;#person_сергей_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Иванов Стариков;#person_иван_иванов_стариков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Алексеев;#person_иван_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Попов;#person_попов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Гавриил Алексеев;#person_гавриил_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Владимир Иванов;#person_владимир_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Никитин Туговиков;#person_алексей_никитин_туговиков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Михаил Арефьев;#person_михаил_арефьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Авдеев Попов;#person_иван_авдеев_попов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Константин Ермолаев;#person_константин_ермолаев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Михаил Петров Бурмакин;#person_михаил_петров_бурмакин;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Яков Григорьев;#person_яков_григорьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петровского;#person_петровского;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрий Петров;#person_дмитрий_петров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Павел Иванов;#person_павел_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Павел Евдокимов;#person_павел_евдокимов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Алексеев;#person_василий_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Гавриил Дмитриев Кочнев;#person_гавриил_дмитриев_кочнев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Васильев Потылицын;#person_федор_васильев_потылицын;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Никита Алексеев Иванов;#person_никита_алексеев_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Константин Марков;#person_константин_марков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Матвей Иванов;#person_матвей_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Шадрин;#person_шадрин;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Алексеев;#person_федор_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Веселков;#person_василий_веселков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Максим Иванов Иванов;#person_максим_иванов_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Кузнецов;#person_кузнецов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Никита Егоров;#person_никита_егоров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрий Кондратьев Потылицын;#person_дмитрий_кондратьев_потылицын;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Павел Алексеев;#person_павел_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Григорий Денисов Петров;#person_григорий_денисов_петров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Леонтьев Попов;#person_николай_леонтьев_попов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Яков Григорьев Иванов;#person_яков_григорьев_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Александр Логинов Степанов;#person_александр_логинов_степанов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Прокопьев Зыков;#person_семен_прокопьев_зыков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Григорий Петров;#person_григорий_петров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Максим Иванов;#person_максим_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ситников;#person_ситников;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Захар Ситников;#person_захар_ситников;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Михаил Егоров;#person_михаил_егоров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Тарасов;#person_тарасов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Степан Петров;#person_степан_петров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Тимофей Евдокимов;#person_тимофей_евдокимов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Елисей Иванов;#person_елисей_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Тарасов;#person_алексей_тарасов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Яковлев Шадрин;#person_иван_яковлев_шадрин;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Лукьянов;#person_иван_лукьянов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Кочневой;#person_кочневой;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Осипов Попов;#person_семен_осипов_попов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Сергей Афонасьев Иванов;#person_сергей_афонасьев_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Лукьянов;#person_лукьянов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Захар Арефьев;#person_захар_арефьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Григорьев;#person_николай_григорьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Ефимов Бурмакин;#person_федор_ефимов_бурмакин;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Лукьянов;#person_алексей_лукьянов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Степан Алексеев;#person_степан_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Илья Федоров Иванов;#person_илья_федоров_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Тимофей Анфеногенов Попов;#person_тимофей_анфеногенов_попов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Иванов Лукьянов;#person_василий_иванов_лукьянов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Федоров Машуков;#person_николай_федоров_машуков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Андрей Данилов Иванов;#person_андрей_данилов_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Тимофей Иванов;#person_тимофей_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Архипов Бурмакин;#person_николай_архипов_бурмакин;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Павел Степанов;#person_павел_степанов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Васильев Степанов;#person_семен_васильев_степанов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Степанов;#person_федор_степанов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Матвей Козьмин Иванов;#person_матвей_козьмин_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Марков;#person_николай_марков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Захар Давыдов;#person_захар_давыдов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Веселков;#person_веселков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Петров;#person_федор_петров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Андрей Машуков;#person_андрей_машуков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Иванов Бурмакин;#person_иван_иванов_бурмакин;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Иванов Ермолаев;#person_иван_иванов_ермолаев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Кузнецов;#person_алексей_кузнецов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Григорий Егоров;#person_григорий_егоров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Зыков;#person_зыков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Носов;#person_носов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Антонов Стариков;#person_василий_антонов_стариков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Павел Петров Зыков;#person_павел_петров_зыков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Бугаев;#person_бугаев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Иванов;#person_николай_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Андрей Егоров;#person_андрей_егоров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Лев Семенов Григорьев;#person_лев_семенов_григорьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петр Семенов Новиков;#person_петр_семенов_новиков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Алексеев;#person_семен_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Яков Кузьмин Зыков;#person_яков_кузьмин_зыков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Андрей Степанов;#person_андрей_степанов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Константин Тарасов;#person_константин_тарасов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Степанов;#person_иван_степанов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Егор Лукьянов Стариков;#person_егор_лукьянов_стариков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Кузнецов;#person_василий_кузнецов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Егоров;#person_иван_егоров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Варламов Веселков;#person_василий_варламов_веселков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Евдокимов;#person_иван_евдокимов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Михайлов Иванов;#person_алексей_михайлов_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Роман Зыков;#person_роман_зыков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Егоров;#person_алексей_егоров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Федоров Попов;#person_федор_федоров_попов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрий Григорьев;#person_дмитрий_григорьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петр Михайлов Арефьев;#person_петр_михайлов_арефьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Стрелкового;#person_стрелкового;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Роман Григорьев;#person_роман_григорьев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Егор Иванов;#person_егор_иванов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Яков Сиротинин;#person_яков_сиротинин;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Алексеев;#person_николай_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Лев Петров;#person_лев_петров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Гаврилов;#person_иван_гаврилов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Матвей Егоров Ермолаев;#person_матвей_егоров_ермолаев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Григорий Алексеев;#person_григорий_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Анашинском;#person_анашинском;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Матвей Алексеев;#person_матвей_алексеев;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ермолаевском;#person_ермолаевском;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николай Тимофеев Давыдов;#person_николай_тимофеев_давыдов;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Егоров;#person_семен_егоров;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ивановский;#person_ивановский;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Стариков;#person_стариков;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Кузнецова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Попова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Скорнякова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Харинова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петровым;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петрова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Папкова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Цветкова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Обласова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Коновалова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ивана Стерлядкина;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрия Кузнецова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Сурикова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Лисовский;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Александра Третьякова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Токаревой;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Александра Мингалева;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ивана Агеева;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Егора Воротинкова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Шадрина;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Николая Жарникова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Степанова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дружинина;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Орлова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Башурова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Васильева;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Шадриным;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Костромитинова;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Григорьев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Туговиков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрий Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Сергей Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Стариков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексеев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Потылицын;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Иванов Стариков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Алексеев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ермолаев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Степанов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Попов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Александр Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Гавриил Алексеев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Арефьев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Никитин Туговиков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Владимир Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Михаил Арефьев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Егоров;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Бурмакин;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петров;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Иван Авдеев Попов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Михаил Петров Бурмакин;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Константин Ермолаев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Михаил Петров;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Семен Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Яков Григорьев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Игнат;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петровского;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Петров;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрий Петров;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Павел Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Евдокимов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Кочнев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Гавриил Дмитриев Кочнев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Павел Евдокимов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Алексеев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Васильев Потылицын;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Никита Алексеев Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Андрей Петров;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Яков Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Никита Алексеев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Алексей Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Марков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Шадрин;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Константин Марков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Матвей Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Петр Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Веселков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Веселков;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Максим Иванов Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Федор Алексеев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Максим Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Стрелковых;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Григорьев;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Поповой;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Кузнецов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Никита Егоров;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Ермолаевой;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Дмитрий Кондратьев Потылицын;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Василий Иванов;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
persName;Фарафонт;;1;Люди;Служащие (Чиновничество / Канцелярские служители)
